,player_id,name,HR
0,408234,Cabrera Miguel,15.030307251359377
1,443558,Cruz Jr. Nelson,28.22319447134155
2,444482,Peralta David,12.518231035341536
3,453568,Blackmon Charlie,12.972424127047718
4,457705,McCutchen Andrew,21.77030745321394
5,457759,Turner Justin,24.675489094563844
6,462101,Andrus Elvis,9.92605592969026
7,467793,Santana Carlos,26.340681469799144
8,476704,Lowrie Jed,22.930296665376154
9,488726,Brantley Jr. Michael,14.782559405242045
10,493329,Gurriel Yuli,13.926281298891329
11,500743,Rojas Miguel,8.986636099748566
12,500871,Escobar Eduardo,28.742244350812232
13,502054,Pham Tommy,20.52355672473732
14,502110,Martinez J.D.,29.080724466191167
15,502671,Goldschmidt Paul,32.60568906197307
16,514888,Altuve Jose,20.7777797752037
17,514917,Hernandez Cesar,22.365007888062422
18,516770,Castro Starlin,13.613533058460632
19,518626,Donaldson Josh,30.292617678095077
20,518692,Freeman Freddie,35.000375533726675
21,518934,LeMahieu DJ,10.073017746834195
22,519203,Rizzo Anthony,19.42371711232455
23,519317,Stanton Giancarlo,21.856645478105587
24,521692,Perez Salvador,34.9292198655578
25,541645,Garcia Avisail,22.19889891996982
26,542583,Aguilar Jesus,23.074626720346053
27,543063,Crawford Brandon,29.768632916307496
28,543257,Grossman Robbie,20.76929795338337
29,543281,Harrison Josh,15.446868801064605
30,543333,Hosmer Eric,10.511938871893989
31,543760,Semien Marcus,29.062722595969298
32,543877,Vazquez Christian,12.408805937727495
33,545341,Grichuk Randal,24.765348929250262
34,547180,Harper Bryce,28.831638132568294
35,547989,Abreu Jose,25.99431159085191
36,553993,Suarez Eugenio,29.463351747531593
37,570482,Urshela Gio,19.745974947000875
38,570731,Schoop Jonathan,25.222193442851943
39,571448,Arenado Nolan,22.095155618624908
40,571745,Haniger Mitch,31.42807499489642
41,571771,Hernandez Enrique,20.041231622641334
42,571970,Muncy Max,33.57519395527104
43,571976,Myers Wil,17.61204993776379
44,571980,Naquin Tyler,20.59037350063896
45,572122,Seager Kyle,29.605557722692673
46,572191,Taylor Michael A.,14.358536367276862
47,573262,Yastrzemski Mike,23.965081054559736
48,575929,Contreras Willson,17.79132891136124
49,578428,Iglesias Jose,11.442615467265007
50,592178,Bryant Kris,20.581142678947604
51,592192,Canha Mark,20.395471618467994
52,592206,Castellanos Nick,24.159976697673333
